host,port,state,service,risk,policy_violation,vulnerability_class,vulnerability_description,attack_vector,mitigation,references,product,version,intrusion_indicator,notes
127.0.0.1,3703,filtered,,high,True,policy violation — non-443 exposure,"TCP/3703 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3704,filtered,,high,True,policy violation — non-443 exposure,"TCP/3704 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3705,filtered,,high,True,policy violation — non-443 exposure,"TCP/3705 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3706,filtered,,high,True,policy violation — non-443 exposure,"TCP/3706 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3707,filtered,,high,True,policy violation — non-443 exposure,"TCP/3707 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3708,filtered,,high,True,policy violation — non-443 exposure,"TCP/3708 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3709,filtered,,high,True,policy violation — non-443 exposure,"TCP/3709 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3710,filtered,,high,True,policy violation — non-443 exposure,"TCP/3710 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3711,filtered,,high,True,policy violation — non-443 exposure,"TCP/3711 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3712,filtered,,high,True,policy violation — non-443 exposure,"TCP/3712 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3713,filtered,,high,True,policy violation — non-443 exposure,"TCP/3713 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3714,filtered,,high,True,policy violation — non-443 exposure,"TCP/3714 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3715,filtered,,high,True,policy violation — non-443 exposure,"TCP/3715 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3716,filtered,,high,True,policy violation — non-443 exposure,"TCP/3716 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3717,filtered,,high,True,policy violation — non-443 exposure,"TCP/3717 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
